sample,spotsize,fluence,rep_rate,sig_bg,N,9.979,10B,10.035,10.433,11B,11/10B,11/10.035,11/9.979,11/10B2se,11/10.0352se,11/9.9792se,11/10Bc,[B],d11B,r2se,B/Ca,B/Ca_2sd,Dd11B,cald11B
wb13_flat - 96,75,6.214,6,35.29208809187549,53,6.52962077517581e-05,0.003127757255361354,4.970023740860618e-05,0.0,0.014269970148238697,4.5623921848430005,291.5999709087875,223.36920115295166,0.0045216672895362,10.463559435998148,9.80167121678596,4.02624775974674,12.222560721584928,-4.30852177681651,0.9910737846163039,78.70132734068277,4.661313376230775,-18.710968744563008,14.4024469677465
wb13_flat - 97,75,6.213,6,46.41526441086115,53,6.837986240235883e-05,0.0041189333123560976,5.128177876472156e-05,0.0,0.018851268967909153,4.576986514938799,377.84977158514187,280.8737931551505,0.0036824745981772276,17.355461101968736,10.760424046845557,4.039127053431405,16.14654951942126,-1.1234711459132685,0.8045631303824079,102.35548463616733,6.735347408922568,-14.812393209640602,13.688922063727333
yellow - 9,75,6.165,6,6.782842853246918,53,5.820109475305034e-05,0.0006586734630063965,4.345288061048656e-05,0.0,0.002748107462361979,4.172561243032047,68.25231137620042,48.58313124570124,0.015847177528619024,6.9808654224244755,2.3145127775100973,3.6822273659365297,2.3538178411890893,-89.38479996227933,3.7979496538446162,18.557206031676998,2.0897745264918703,-73.00791127154999,-16.376888690729345
macs3_pp - 11,75,6.238,6,20.162068595682154,51,6.267094474638733e-05,0.001855341914357954,4.624317006585211e-05,0.0,0.008267215561397584,4.456365485481993,185.09151848809125,135.55828369443145,0.007835025700507599,10.71777762365982,7.384403394755117,3.9326806696149896,7.081062058849906,-27.447672630311114,1.7581649723373565,50.51158034191786,3.7709376960482346,-28.43668814926089,0.989015518949774
cuisege_f10 - 7,75,6.051,6,33.72567146552245,53,3.8666645974399906e-05,0.0030218643060596663,2.9257199016992466e-05,0.0,0.013900780890258639,4.59860137782506,328.00862883216286,37.323427644521885,0.010263805758798436,575.7881643129624,738.8431054435268,4.058201869831923,11.906341551079159,3.5937328792714496,2.2319407392629396,89.84727368537658,157.77521367153778,-16.818765476091414,20.412498355362864
wb13_flat - 98,75,6.144,6,32.5815137358318,53,6.168380410752442e-05,0.00290988007697309,4.69841905709914e-05,0.0,0.013271380263132286,4.556061793220759,286.69481690338733,214.28644846402372,0.006569861948613706,19.327071625912396,11.967432772812023,4.020661277030054,11.367245301869065,-5.690059517701962,1.442004574738078,78.82440524424682,6.483229475424577,-19.002083698637215,13.312024180935254
wb13_flat - 99,75,6.171,6,31.005233698194157,53,5.877682628338405e-05,0.002765129989327705,4.347721460659084e-05,0.0,0.012604061194510956,4.5582547707155365,307.18489200972203,218.30818163206237,0.003542865137103753,23.81771583014191,7.716615105420031,4.022596549222317,10.795671027209321,-5.21146650881088,0.7772415793572698,84.7750421667908,7.691707532948232,-17.84687705274292,12.63541054393204
macs3_np - 10,75,6.077,6,24.92414283978873,53,6.88984608574865e-05,0.00227730033143853,5.141576990966518e-05,0.0,0.010181115227417372,4.469791726673366,203.61090451889035,148.7279055459989,0.004930585798266514,12.829876682124219,6.427953833841881,3.944529141059021,8.720361555621121,-24.517544443779627,1.1030907254231492,56.403053591469444,4.437889183157321,-26.02603564451896,1.508491200739332
wb13_flat - 100,75,6.359,6,34.879762618236796,53,4.2439416280385994e-05,0.003096760471479887,3.119024832040125e-05,0.0,0.014215554847434022,4.591254784169633,500.55966146270316,358.69329492127486,0.005021133133875935,48.00290303068322,28.10809906903853,4.051718602929705,12.17595275314776,1.990420318598085,1.0936298179723103,139.18646980557355,14.87202669154363,-11.556425633605203,13.546845952203288
nist612 - 37,75,6.144,6,96.65710913490267,53,3.1088866049995524e-05,0.008648511976447714,2.8010214761464673e-05,0.0,0.039593154347677885,4.5780113079754425,1560.5482199629864,1355.922053892114,0.0016672830223828058,141.23063510820802,106.10304729979265,4.041305458718381,0.0,-0.5847512981075331,0.36419373178004155,435.5762241502257,44.443083195802856,-4.627135333347458,4.042384035239925
nist612 - 38,75,6.348,6,95.44160753062847,53,2.136379223384905e-05,0.008746427801439985,2.093473640768577e-05,0.0,0.04005480148786598,4.579515280601272,2461.571852101143,713.4015500035828,0.0015523699205245245,495.95565566444367,3569.241434380188,4.042633112228528,0.0,-0.2564224507616286,0.33898127321472865,689.6862258694953,142.70710149419546,-3.3989431635136738,3.142520712752045
kcsp - 9,75,6.249,6,10.724268334208574,53,6.34815450757233e-05,0.0010098686829133625,4.722122903981474e-05,0.0,0.00444743173171423,4.4079087150351155,100.21167541965576,73.4517663886245,0.011107374688297344,8.603483821669432,3.731675428004887,3.891144943344752,3.8079550553746575,-37.71946193810272,2.5198740278832785,28.184850082017316,2.760258233288348,-50.641765180909175,12.922303242806457
wb13_f2 - 8,75,6.163,6,42.91140427749438,50,6.696215556363112e-05,0.003793041578588339,4.896767753558815e-05,0.0,0.017333856016536888,4.56714479985495,366.81685418476627,265.2452298641793,0.005723952727673446,29.061244858350907,19.82791997505173,4.031712892070926,14.841496987266025,-2.9569940002703854,1.2532890850877412,103.56461989501892,9.546507831678172,-15.2101879524986,12.253193952228216
wb13_flat - 101,75,6.172,6,47.59348707445169,53,6.470148912924571e-05,0.004175477946712362,4.867353557907765e-05,0.0,0.019139267663869225,4.583753230374134,406.71622175237303,300.02428666218736,0.0037237479018780105,23.375840415150346,11.637963340909563,4.046374223466284,16.38731642288928,0.6687547367327795,0.8123796624134743,115.27224760168164,8.56718683570805,-13.872340613352522,14.541095350085302
macs3_np - 11,75,6.23,6,25.70043543784364,53,6.962371823179182e-05,0.002304738864506101,5.153456513595935e-05,0.0,0.010298482202216536,4.467509607758311,202.05806883032295,148.8971101444661,0.004127177034972836,9.078564664192466,5.790270364852821,3.9437584903421397,8.817708675541784,-24.708126444012546,0.9238205168726552,57.48930430338079,3.7430267096319048,-26.2114289349327,1.5033024909201558
jcp_pp - 11,75,6.205,6,220.75564318886666,53,7.902618729510134e-05,0.018859317153770507,5.970218234504106e-05,0.0,0.088043051645067,4.668462155180199,1501.892362192637,1128.064115775808,0.001121047753225735,59.783754667292044,38.86956585191934,4.121152247632483,75.3837279191287,19.161367676512555,0.24013212830306502,428.97675309578796,26.460672726135495,-4.7573248083265725,23.918692484839127
