sample,spotsize,fluence,rep_rate,sig_bg,N,9.979,10B,10.035,10.433,11B,11/10B,11/10.035,11/9.979,11/10B2se,11/10.0352se,11/9.9792se,11/10Bc,[B],d11B,r2se,B/Ca,B/Ca_2sd,Dd11B,cald11B
jct_pp - 11,75,6.259,6,92.80408057427884,50,7.714953342803043e-05,0.008351963419461858,5.5959758907375755e-05,0.0,0.03855777168516,4.617110960732557,723.2718836680941,515.3963937761123,0.0020211204378720025,38.40702391827305,21.39096962093778,4.074536319764293,33.025626600140036,7.633243999706663,0.4377456931533933,0.0,0.0,-8.441050639147592,16.074294638854255
jct_pp - 12,75,6.193,6,97.28377261251265,50,7.981513894615223e-05,0.00842722775741594,6.103187948292446e-05,0.0,0.038869813132789,4.612532185691658,653.1220791046278,495.5041452401368,0.0020998011091367995,30.957230966835112,19.780231918988104,4.071779261024472,33.280893412032434,6.951423094484044,0.45523825625553443,0.0,0.0,-9.19618063341762,16.147603727901664
jct_pp - 13,75,6.285,6,93.23474074640107,53,7.768553644149268e-05,0.007900618771985331,5.6589755420767874e-05,0.0,0.03645082896613596,4.613792208288234,660.1494285164991,474.03633613202356,0.0018000539977404857,42.22932811879619,18.11858081225994,4.072567438320209,31.571613139452698,7.14633941944065,0.3901463083896284,0.0,0.0,-9.113406762577217,16.259746182017867
jct_pp - 14,75,6.268,6,67.58182537452566,53,6.832260951786332e-05,0.005853497980593513,5.3566393144911674e-05,0.0,0.02696112293125366,4.604975743692968,531.0148392520648,398.9364686106047,0.00300626340945429,39.47693934801761,13.558796048724611,4.066369707297659,23.38848683796492,5.6136399106898605,0.6528293690953108,0.0,0.0,-10.978529531043828,16.592169441733688
jct_pp - 15,75,6.187,6,104.93365120605583,53,7.778979276273581e-05,0.008745429138413495,5.8661481410297375e-05,0.0,0.04038993449132339,4.618726544715452,703.448831549911,528.9682122214475,0.0018723974730089682,28.057660568349437,22.389604290474722,4.076850824563298,34.974185009136455,8.205621270602759,0.4053925805915669,0.0,0.0,-8.639383779909663,16.84500505051242
jct_pp - 16,75,6.193,6,90.87462475530894,53,7.079986809482451e-05,0.0074343999626483035,5.3758848386438666e-05,0.0,0.03429465693258117,4.6127214202623055,651.7614354711972,491.5576993751331,0.0027397406053217698,30.811704925758995,18.52018013839375,4.073323328316397,30.221329920717377,7.333271091953142,0.5939531906884532,0.0,0.0,-9.212410723645194,16.545681815598336
jct_pp - 17,75,6.201,6,115.95961588736492,53,6.459751521548064e-05,0.009580987756912658,4.9454931337006496e-05,0.0,0.044301714146917054,4.624281036510683,985.3894103235677,724.261583341803,0.001993913729193339,81.14892042153774,39.19837238574916,4.083985362050456,39.72914519633508,9.969993112804998,0.4311835101393134,0.0,0.0,-6.560311789139347,16.530304901944344
jct_pp - 18,75,6.202,6,98.22866863792568,53,7.21236172330556e-05,0.007823709832704017,5.719204949971747e-05,0.0,0.036075005142284886,4.6111946546013165,645.6026864683298,515.592289910481,0.0021315021322150496,26.86467736575276,25.99350503961029,4.073174944281319,32.12249309937081,7.296575705069586,0.4622450995618052,0.0,0.0,-9.286717182512435,16.58329288758202
jct_pp - 19,75,6.077,6,110.74384736615792,53,7.77435127597516e-05,0.008740608730170268,5.8500273443420656e-05,0.0,0.04032282589078336,4.61319114784681,702.1841383348892,521.4831115243032,0.0018019393382050263,28.86141900253354,12.878025270054952,4.073893432838415,35.91187048594799,7.474257997911682,0.39060582587089954,0.0,0.0,-8.652411810798842,16.126669808710524
jct_pp - 20,75,6.161,6,94.03753442944162,50,6.882279531187235e-05,0.007522106626315639,5.1878431200722224e-05,0.0,0.034714058277924495,4.614996016887366,723.9246969214348,531.4482717361549,0.0024992603286892066,57.83433214022876,37.96021736592423,4.075987841380221,31.377755531915962,7.992205442140854,0.5415520012463326,0.0,0.0,-8.4347012693961,16.426906711536954
jct_pp - 21,75,6.185,6,107.13502331005672,51,7.070703474075046e-05,0.008181814308230768,5.596338811299105e-05,0.0,0.03776606628364468,4.616090494488387,688.0549539579174,543.5192286622373,0.0024972036508842314,31.918806885543567,19.219222322085223,4.077423735581999,34.09585269112493,8.34730222347524,0.540978053585798,0.0,0.0,-8.801170782542393,17.148473006017632
