sample,spotsize,fluence,rep_rate,sig_bg,N,9.979,10B,10.035,10.433,11B,11/10B,11/10.035,11/9.979,11/10B2se,11/10.0352se,11/9.9792se,11/10Bc,[B],d11B,r2se,B/Ca,B/Ca_2sd,Dd11B,cald11B
nist612 - 24,75,6.056,6,92.05211905005424,53,2.3188608626556846e-05,0.009003074220384332,1.9822194772739398e-05,0.0,0.04126376477762025,4.583362614401996,2839.007219809373,2744.0108768998593,0.0017525419990483521,2259.4109895710867,1393.3012506786222,4.043254994197772,0.0,-0.10263097686691314,0.382370356982329,669.9955233242432,534.1466859436828,-3.113602307120818,3.0109713302539047
nist612 - 25,75,6.182,6,93.98495267094164,53,3.1900867097442766e-05,0.008843184769872002,2.7998033553792918e-05,0.0,0.04050207147471411,4.580126225542032,1607.7049600666007,1400.8858749498086,0.0019894970286733764,197.7151843707763,157.259279470953,4.040579349280203,0.0,-0.7643182356118494,0.4343760260532843,404.6510959637979,53.29173114922385,-4.529262701065036,3.764944465453187
nist612 - 26,75,6.25,6,92.8220391390035,53,2.1768898940651235e-05,0.008947304721250457,2.340088070931886e-05,0.0,0.04099701960235221,4.581922347225616,2411.0995560495776,1494.4363125433924,0.0016468045598470728,798.0044506232542,2339.3676177124394,4.042163884689514,0.0,-0.37246246862021604,0.3594134590352069,609.3949527833518,203.72598430085807,-3.4437700122305683,3.0713075436103523
nist612 - 27,75,6.121,6,95.27025501892832,53,2.8878309389215714e-05,0.008900273426572802,2.6549226666123414e-05,0.0,0.04076437171196989,4.580095842420954,1679.2329019032252,1518.7258516000466,0.0018585776490189932,181.85709318053208,130.70360137827527,4.040859344461685,0.0,-0.6950753989110048,0.40579448836087745,463.48234527315725,54.73946233992757,-4.391157317679348,3.6960819187683436
nist612 - 28,75,6.197,6,94.07313143615477,53,2.262310128176076e-05,0.008938414606394723,1.933803128226995e-05,0.0,0.0409657191685933,4.583206634509714,2690.8400896050207,-2406.3389551278347,0.0018742498752677176,474.42411542102286,8962.231463033457,4.043603888181516,0.0,-0.016349459397990707,0.4089385499565665,747.0512498474905,136.33598337281109,-3.2162064495296416,3.199856990131651
nist612 - 29,75,6.28,6,95.6766747351699,53,3.351873637866215e-05,0.008871116730560041,2.5690624548352484e-05,0.0,0.04062577382129736,4.579615490381113,1889.4199179978923,1416.8532815879626,0.0018179422091975986,283.5308005118134,232.35889786035148,4.041385959598873,0.0,-0.5648434222195187,0.39696394009845365,570.6051631302136,89.74849056133517,-4.045056653868427,3.480213231648908
nist612 - 30,75,6.277,6,94.28787281102235,53,2.4796525608686093e-05,0.008928445755185494,1.9116467149876417e-05,0.0,0.040900850593739685,4.581041744293367,2604.5959095657154,2163.606877446682,0.0014433002732874064,368.0584094990117,637.1705334719541,4.042644589837135,0.0,-0.2535840369923825,0.31505940217317047,789.3662476172016,117.58423397336311,-3.2812252900767165,3.027641253084334
nist612 - 31,75,6.318,6,97.5855488130143,53,3.0316417897432973e-05,0.008901952043377305,2.6790264780260843e-05,0.0,0.0407615115826896,4.5789436834241135,1763.049273583664,1447.4353982612727,0.0017093882088377557,321.4590387964547,123.34416845507819,4.040982696061928,0.0,-0.6645705356945752,0.3733149667303798,566.3204823786912,106.65038863972914,-4.243391453623314,3.5788209179287387
nist612 - 32,75,6.259,6,94.1279996441729,53,2.264128679406389e-05,0.008822005808478152,2.018461176654796e-05,0.0,0.04040439564838995,4.580049546507389,2435.9061198360505,1965.5346396454026,0.002008006317519643,615.2981573121833,450.5898238184958,4.04195863590585,0.0,-0.42322051358045787,0.43842458408575286,785.3928734019247,201.80877565516994,-3.4215092821811472,2.9982887686006894
nist612 - 33,75,6.253,6,96.59749290826167,53,2.8762184189248407e-05,0.008837017693030236,2.7233159913108568e-05,0.0,0.04046130406538523,4.578493875681069,1639.321286695332,1565.3288317409297,0.001765302039394202,172.86675595578922,153.46735530180538,4.039956422062089,0.0,-0.9183681996578485,0.38556391846906346,497.9711869876435,57.515302062005134,-4.4667531615426075,3.548384961884759
nist612 - 34,75,6.296,6,94.35544142656725,53,2.2113447617308433e-05,0.0087646669974385,2.0122616569392664e-05,0.0,0.04015318486405216,4.5813038694486075,2356.3942812969035,2281.283215857892,0.001506907121348884,335.87850867641225,473.9615044672741,4.0424358951541945,0.0,-0.30519425319208704,0.3289253811339633,710.1764751782305,106.61580175500852,-3.4944935395511854,3.1892992863590983
